comments,likes,user,user_url,source,sentiment
Уклюкаев тоже есть милионны Сечину вдвоем не уютно работать на одной нефти он решил избавиться от Улюкаева ой боже Сечин есть бандит в коррупции имеет все богатства дом корабль Пригожин тоже как Сечин имеет все- всебогатства  до неба,0,@user-dt9xt3jk8p,https://www.youtube.com/channel/UCAfxwIezHFStvPKhhBj6w6w,YouTube,1 star
"Интересные мнения что Путин бандит и вор с друзьями коррупция,  как? Навальный сам бывший вор нечистыми руками связано с лесом с желанием богатеть он работал в кировском белом доме благодаря отцу он был министром по обороне Кирова вот Навальный вышел сухим из воды а губернатор Юрии белых уже в тюрьме... Дольше Навальный всю не работал откуда  у него миллионы работал на Америку добился президентское кресло Путина Навальный не был великим борцом за народ только своя цель для себя как правило все бывшие судимы добьются место в госдуме Ходорковский благодаря Путину из за здоровье мамы освободился из тюрьмы вот с тех пор обливает Путина грязью",0,@user-dt9xt3jk8p,https://www.youtube.com/channel/UCAfxwIezHFStvPKhhBj6w6w,YouTube,1 star
🙏,0,@melang2357,https://www.youtube.com/channel/UCZeOBaoeREnlOFxol5nsCzw,YouTube,5 stars
Светлая Память Алексею!........,19,@user-ci8yq6xm6q,https://www.youtube.com/channel/UCVHbxHnTEKGYdTQx9bpapBQ,YouTube,5 stars
"Помним, любим,скорбим",7,@Semechka_dchin,https://www.youtube.com/channel/UCPhuk5Z01ryLarGmHTFx4yw,YouTube,5 stars
Спи спокойной Алексей,3,@user-cx3hd7il9v,https://www.youtube.com/channel/UCvmjU41Y2RKDy4M5KSihcpA,YouTube,1 star
Да.... Лёх знал бы ты.....,1,@victorypw9920,https://www.youtube.com/channel/UCa6-zeK583X8QO8GMHSvbyA,YouTube,1 star
R.I.P Alexei,5,@ionchirileac6829,https://www.youtube.com/channel/UCAUvwulTrGgr_y0dpefCucw,YouTube,5 stars
"16.02.2024, в этот день Алексей умер. Мне было 17 лет, когда я впервые увидел это видео и узнал об Алексее и его деятельности. <br>Светлая память.",20,@salemsans,https://www.youtube.com/channel/UCztLRuSABLBmnCJSBcg8kuQ,YouTube,5 stars
"Важно! <br>Путина В. сравнивают с Гитлером.<br>Призываем всех поддержать заявление в Конституционный суд РФ от 31 января 2024 года снять преступника Путина В, с предвыборной компании, который боясь ответственности, не дает в стране провести законных выборов. В заявлении материалы, что Путин В.В. преследуется за хищения бюджетных средств, причастен к убийствам политиков и сотрудников правоохранительных органов. В заявлении говорится о конституционных преступлениях, как ограничение информации, запрет обсуждения кандидатов на выборах, преступное ограничение конституционных прав, как запрет протестов демонстраций, шествий. Много народу незаконно политически заключенных, защищающих права и народ страны. Призываем всех поддержать требование и представить множество документов таких преступлений Путина В. и коррумпированных  приспешников.<br>Всех не посадят в тюрьму.<br>В России банда преступников захватила власть, обманывают народ, как малограмотных, несут угнетение и порабощение.<br>Из заявления народа:<br>Все на борьбу с поработителями...",0,@documentspravo2850,https://www.youtube.com/channel/UCHfSG_OPUQdWOk6KaoZSvvg,YouTube,1 star
….Ноябрь 2016<br>Мы еще не представляем даже что будет с Россией в 2024….,2,@user-po3ie7no8q,https://www.youtube.com/channel/UC5t5Jt-1fVcYdSP8I-SkcsQ,YouTube,1 star
"К вопросу о коррупции в России :<br><br>Сколько стоит 1 км дороги в России и в Европе? Сравним?<br><br>К истинно российским риторическим вопросам «Кому на Руси жить хорошо?» и «В чем сила, брат?» в последнее время прибавился еще один: «Сколько стоит километр российской дороги?» На фоне кризиса в строительной отрасли, с одной стороны, и больших государственных расходов на дорожное строительство – с другой, этот вопрос обсуждается общественностью и вызывает живейший отклик у наших читателей.<br><br><br>Дорога, выложенная устрицами<br><br>Наиболее часто встречающиеся сравнительные оценки стоимости строительства дорог сводит воедино доктор экономических наук Никита Кричевский. По его данным, средняя стоимость строительства 1 км дороги в Китае составляет $2,2 млн, в ЕС – $6,9 млн, в США – $5,9 млн. «В России согласно ФЦП средняя стоимость километра в 2010–2015 гг. составляет $17,6 млн, – приводит он цифры. – При этом Краснодар и Новороссийск построены по цене $32 млн за 1 км. Затраты на Центральную кольцевую автодорогу, так называемую бетонку, – $40 млн. Трасса Москва – Петербург (с 15-го по 58-й км) – $65 млн». Рекордным в этом ряду он называет Западный скоростной диаметр (ЗСД) в Санкт-Петербурге, где 1 км стоит в среднем $140 млн.<br><br>Эти цифры так или иначе повторяют многие источники и вслед за ними СМИ. В частности, называется стоимость Московской кольцевой автодороги (МКАД) – $100 млн за километр, Третьего транспортного кольца (ТТК) – $117 млн за километр. Журналисты соревнуются в подборе образных сравнений: «Стоимость строительства автомагистрали в Сочи составляет $140 000 за погонный метр. Этих денег хватило бы, чтобы выложить дорогу устрицами слоем 6,37 см, сумками Louis Vuitton – 9 см, норковыми шубами – 4,7 см, коньяком «Хенесси» – 13,85 см или на худой конец 100-долларовыми купюрами – почти 3 мм».",2,@Andreich73_,https://www.youtube.com/channel/UCZD0iPQs6bR3Q1A_0mbMrrA,YouTube,1 star
"Прошло время, а все кушают макарики с сосисками сидя дома. Показывая жене этот ролик. Завтра пшел на завод. Конец)))))",0,@pavdmiv6675,https://www.youtube.com/channel/UCyxS7QgHSURL15lwRDQ_V5Q,YouTube,5 stars
"Горжусь тем, что смотрю этот ролик, когда повар Путина уже отдыхает на Пороховском!",0,@AndreyAstakhov,https://www.youtube.com/channel/UCNlxowDsgVe8YENuXKbPZqA,YouTube,5 stars
Чтобы вся власть была посажена в тюрьмы навсегда .все кто работал на власть.как  за особо опасные для страны деяния.,0,@user-hn8mk4cu2e,https://www.youtube.com/channel/UChF1WSgHV5Qaed9AitErRBw,YouTube,1 star
"Мир устал от коррупции. Всем нам хочется, чтобы у власти были люди, которым можно доверять. Согласно социологическому исследованию, проведённому в разных частях мира и опубликованному в 2023 году, меньше всего доверия у людей вызывает высокопоставленные чиновники и политики. В Библии говорится о правительстве, главе которого можно полностью доверять, ведь он кристально честен и абсолютно нетерпим к коррупции. Правительство, о котором идёт речь, - это Царство Бога, а его глава - Иисус Христос (Исайя 9:7). Вся жизнь Иисуса доказывает, что он искренне заботится о людях (Матфея <a href=""https://www.youtube.com/watch?v=r04ItuXFXkw&amp;t=575"">9:35</a>,36). Уже очень скоро все, кто признают его власть, увидят, как он установит на земле справедливость и мир (Псалом 72:12-14).",0,@user-sj6wc3kz8t,https://www.youtube.com/channel/UCv87Qm3v7tDLd6BweCdhBpA,YouTube,1 star
В среде чиновников бандит на бандите.,0,@user-wj3bj8rp5c,https://www.youtube.com/channel/UCK0xGBTauIc_9kU_OE0rTtw,YouTube,1 star
На этой территории сажают за слово коррупция,0,@user-jp5gb6ey8d,https://www.youtube.com/channel/UCgt17Lt2lTUBk_yvyTfdTXw,YouTube,1 star
Почитайте про депутата Брыкина и узнаете много о коррупции в России,0,@theenergyoftheword,https://www.youtube.com/channel/UCwot4i9I75Zf3s1aWEwzAlg,YouTube,5 stars
&quot;Вот есть повар Путина - Евгений Пригожин...&quot; - да вроде уже и нет,3,@Neuer_Politiker,https://www.youtube.com/channel/UChgAdPKrSe119PzTWnpRG-A,YouTube,1 star
"коррупция осталась, а фонд огреб, прикольно нет институтов в россии, и толку от фонда если институты все умерли, ну решите уже проблему, юридический! или государство у нас и есть монополия. власть в россии и есть коррупция, ограничение власти ваша цель, и восстановление институтов власти, с самоконтролем, зачем лезть туда если народ выживает. Ну показали, а сам народ как жил так и выживает, создайте социальные институты, а не фонд клоуны. да хрен с вами умниками лучше я сопьюсь, задолбали с гайдара урки. Интеллигенция и это большой вопрос?????????????????",0,@user-ey7vm1qr5p,https://www.youtube.com/channel/UC8Ug8dMTjGim3BMQpmrSEeA,YouTube,1 star
То чуство смотриш это когда пригожин глава чвк вагнер😊,0,@user-by2rp7lc3h,https://www.youtube.com/channel/UC37EpadRLzcYB8I3_u7Bglw,YouTube,1 star
Нужно из коррупционеров создавать дисбаты и отправлять на борьбу с хохлацким нацизмом...,0,@user-do6vu4gw2z,https://www.youtube.com/channel/UCprRpesR65hp7oGRM3oTL0Q,YouTube,1 star
"А ты решил всю Россию америкосам отдать😂ты даже продать её не можешь потому что сам продался чекам,😂исчезни с экранов",0,@user-dy8uc5nv2k,https://www.youtube.com/channel/UCYdKcyFBAYYye-mEULXmU7w,YouTube,1 star
"Ты и ЦРУ и есть коррупция, это все сша эту муть внедряют",0,@famely9002,https://www.youtube.com/channel/UCQVAozOq2vy17U-Q3e_WKUA,YouTube,1 star
ФСБ,0,@Yourfuture006,https://www.youtube.com/channel/UCCXLyh9EO-VcfxEcz9AyoxA,YouTube,3 stars
Навальный такой же воровать жулик . Его место в тюрьме .,0,@user-fq1zk1vu4e,https://www.youtube.com/channel/UCGiZsrbdvMTvKTJm8Ck28GQ,YouTube,1 star
👍,0,@usto-dimych,https://www.youtube.com/channel/UCeKSIMhZIoE7IdPEC2BctAA,YouTube,5 stars
"Ельцин номер следующий, на кого он похож чувырла!",0,@user-sk7lm8ns9y,https://www.youtube.com/channel/UCUDo6Jb50AC94d0VQ91u8RA,YouTube,5 stars
"Много лишнего, что отвлекает и мешает отделить зерна от плевал! Рекомендую поучиться у маргулана снйсеймбая делать короткие и по существу видео!!!",0,@user-jl8lc7sj1r,https://www.youtube.com/channel/UCZZgkSKfYwrdQ5kkTA2in1Q,YouTube,5 stars
Свободу честному безвинному осужденного  . Новальному,1,@user-jj9vv2pi1n,https://www.youtube.com/channel/UCWqtOiy55ViEZy9fE6EaTRg,YouTube,5 stars
Вроде бы говорять что не любять европу😂😂<br>Сами покупают там виллы и дома<br>Еще ненавидеть ЛГБТ- <br>А ДЕТИ ГЕИ😂😂<br>КАК ПОНЯТЬ ЭТО МНЕ<br>ЭТО ЖЕ ЛИЦЕМЕРЫ<br>САМОЕ ИНТЕРЕСНОЕ ЧТО ЕВРОП ИМ НИЧЕГО НЕ ГОВОРИТЬ<br>ОЧЕНЬ ПОДОЗРИТЕЛЬНО.<br>НО ОДНО ИЗ ОБЪДИНЯЕТ<br>ЧТО ОНИ ЕВРЕИ.<br>ИЛИ МНЕ КАЖЕТСЯ ЭТО,0,@user-kq1on5tb3g,https://www.youtube.com/channel/UCYivGOEiSPapMV-CBP8SFKQ,YouTube,1 star
"Я за Путина,но то что корупция есть,с этим никто не поспорит",0,@LIFE-nz2gm,https://www.youtube.com/channel/UCwXKIu4Z4vQuFCTq3UEkezw,YouTube,1 star
Навальный тебя вроде бы посадили,0,@user-bw7xf7vi5b,https://www.youtube.com/channel/UC2JHt9sP8kNUD8_R2T30ZhA,YouTube,1 star
"Приемник, готовят к трону",0,@user-qi6hy6mq3f,https://www.youtube.com/channel/UCOr2lXKyL04_OtJ4o5V8g3g,YouTube,5 stars
"Если Навальный рассказывает другим, как устроена коррупция, то это значит, что он неплохо разбирается в этой теме, занимался этим сам и был частью коррупционных схем. В какой-то момент ему захотелось получать больше, и он решил стать президентом. Глупая идея, хотя и дерзкая. Если бы Навальный стал президентом, то уровень коррупции только бы вырос. У него на лбу написано, что любит воровать. А в глазах - ненависть к русским.",3,@silverfist21,https://www.youtube.com/channel/UCjv6svWgY0lSiadfMoBQ1HA,YouTube,2 stars
"Вор рассказывает о коррупции, пиздец",2,@valeraslavin1140,https://www.youtube.com/channel/UCQ3JgOvJ7o09i2cQuJ26YPQ,YouTube,1 star
"Пиздец,хапуга и вор о коррупции рассказывает,ни стыда ни совести,прйдоха",0,@valeraslavin1140,https://www.youtube.com/channel/UCQ3JgOvJ7o09i2cQuJ26YPQ,YouTube,5 stars
"Пиздец,хапуга и вор о коррупции рассказывает,ни стыда ни совести,прйдоха",0,@valeraslavin1140,https://www.youtube.com/channel/UCQ3JgOvJ7o09i2cQuJ26YPQ,YouTube,5 stars
"Коррупция была, она есть, и будет от этого никуда не сбежать.",0,@elegantslave0lolguy739,https://www.youtube.com/channel/UCpd0IDJLrx0aTovNVTj0Oqw,YouTube,1 star
"Важная информация!<br>Призываем прочесть все материалы и дать законную оценку:<br>В России банда преступников захватила власть (воры, наглые мошенники, грабители).<br>Путин В. и коррумпированные приспешники, боясь ответственности, идут на различные ухищрения, не допускают законных выборов и, подобно фашистам, угнетают народ…<br><br>Если в стране нет законных выборов и законных требований к должностным лицам, то руководство превращается в организованную преступность…<br>Обращение в Государственную Думу РФ от 30.06.2022 года<br>Из-за таких, как вы, когда-то пострадал Иисус Христос.<br>Многие заслуженные деятели в настоящее время уехали из страны, уехал <br>А. Невзоров, даже Алла Пугачева покинула страну. <br>В Госдуме РФ продажные лица, коррупция, педофилы, наркоманы, бандиты, вас будут судить все народы…<br>-<br>ФСБ называют гестапо.<br>В регионе судили банду в ФСБ, которые многие годы держали в страхе народ, выявлены убийства добросовестных сотрудников правоохранительных органов и других заслуженных деятелей, торговля наркотиков в больших количествах, рейдерские захваты, хищения и другие преступления.<br>Преступники из ФСБ вмешиваются в коммерческую деятельность, коммерческие секреты под угрозой, т.к. ими торгуют, наносят различный ущерб предпринимателям. <br>Злоумышленники причастны к хищениям дорогих автомобилей, имущества, дорогих квартир. В одном из случаев коррумпированные лица ФСБ незаконно обвинили предпринимателя и жили в его квартире, в последствии, через коррумпированного судью похитили квартиру…<br>Из заявления в Генеральную прокуратуру РФ и ФСБ РФ <br>Убедительно просим обратить внимание и провести расследование в отношении руководства РУ ФСБ Тюменской области, которые идут на преступления с целью укрывательства убийства начальника ГУВД Тюменской области Недоростова П.М. и других граждан по борьбе с коррупцией. Уже пострадали или погибли несколько сотрудников правоохранительных органов, также работники средств массовой информации, граждане подвергаются угрозам... 18.02.2019 года<br>- Ни каких мер не принято, бандиты продолжают творить произвол, народ вынужден сам бороться с преступностью и защищать свои права…<br>-<br>Жители обращаются к Путину В. с жалобами на коррупцию и часто оказываются под давлением этих же коррумпированных лиц.<br>Сам Путин В. с 1992 года преследуется за хищения бюджетных средств, сторонник отношений с коррупцией и подобной преступностью, всем это навязывает.<br>Народ крайне недоволен преступным правлением, они все разворовывают, творят произвол, угрожают убийством даже детей – морально разложившиеся уроды (дословно)… <br>-<br>В России отсутствуют законные выборы, ограничена достоверная информация – все на хищениях.<br>Два Генеральных прокурора РФ были под следствие за корыстные и подобные преступления. Предпоследний Генеральный прокурор РФ Чайка Ю. обвиняется в преступном обогащении и других коррумпированных преступлениях, это лицо умышленно передавал важные документы и другие материалы в руки коррупции и других преступных лиц с целью скрыть преступления, в результате погибли сотрудники правоохранительных органов, погибли свидетели и другие жители…<br>-<br>Последнее время активно заставляют или предлагают деньги, чтобы говорили против руководителя фонда по борьбе с коррупцией Навального А. и его материалов по коррупции. Напомним:<br>Навального отравили, он остался жив, его же посадили в тюрьму. Коррупция и преступное руководство непристойно злоупотребляет: депутата Госдумы РФ по борьбе с коррупцией Щекочихина Ю. отравили, он умер (Щекочихин Ю. редактор газеты). Коррупция и продажные лица на центральном телевидении обманывают, всячески укрывают материалы по коррупции, мы должны добиться расследования по всем материалам Навального и коррумпированных лиц привлечь к ответственности…<br>-<br>Коррумпированные преступники с особо крупными хищениями и со связями, например, когда задержали Чубайса А. с большими сумками денег, то с должности сняли директора ФСБ Барсукова.<br>Когда в Тюменской области разоблачили коррумпированного Собянина С., это хищения, связь с организованной преступностью, вплоть до наркотиков и «заказных» убийств, также другие преступления, то пострадали сотрудники правоохранительных органов. <br>-<br>Российский народ просит убрать завербованных лиц с телевидения Москвы: дали бы нормальную и правдивую информацию, негодяи за деньги обслуживают интересы коррупции и преступности…<br>Из заявления:<br>На телевидении Москвы продажные лица, которые действуют против российского народа, если сказать правду, что в стране коррупция, преступное правление, за это не заплатят, а за обман народа и ложную пропаганду заплатят охотно…",2,@documentspravo2850,https://www.youtube.com/channel/UCHfSG_OPUQdWOk6KaoZSvvg,YouTube,5 stars
"Важно! <br>В России герои боевых действий, заслуженные сотрудники МВД, ФСБ объединяются, создают «Меч», «Белую стрелу», они борются с морально разложившимися должностными преступниками, которые занимаются торговлей наркотиков, педофилией, торговлей оружием, рейдерскими захватами, особо крупными хищениями из бюджета, другим произволом, коррумпированные преступники нередко угрожают жителям убийством детей.<br>Во время расследования коррупции связанной с Москвой, в Тюменской области погибли начальник отдела по борьбе с бандитизмом Классин С.В. (такой как Глеб Жиглов в «Место встречи изменить нельзя») и начальник УМВД по Тюменской области Недоростов П.М.<br>Также погиб депутат Госдумы РФ по борьбе с коррупцией Щекочихин Ю. (погибший редактор газеты)… <br>-<br>Сердюков А., Васильева Е. и их семейство занимались многомиллиардными хищениями в Армии России, за что должны были получить наказание по 20 лет лишения свободы с конфискацией имущества. Но, понимая, что не скрыть такие хищения, коррумпированные лица создали видимость привлечения Васильевой Е. к незначительной ответственности.<br>В связи с открывшимися обстоятельствами, народ требует преступников наказать согласно закону и выявить всех соучастников преступлений…<br>---------",1,@documentspravo2850,https://www.youtube.com/channel/UCHfSG_OPUQdWOk6KaoZSvvg,YouTube,4 stars
"Мир игнорировал все эти заявления и разворовывания, а потом &quot;неожиданно&quot;  случилась война. <br>Но мир так и сидит в своих панцирях и делает вид, что это не война, а всего лишь небольшой конфликт.<br>Как не помогали России в борьбе с фальсификациями и коррупции, так и Украине помогают откровенно нехотя, продолжая спонсирование путина и отказывая Зеленскому в закрытии неба и т.д. <br>И опять ловят проблемы и надо опять немного помочь потому, что: из-за того, что не дали нормальные ПРО и ПВО, путин разбомбил инфраструктуру Украины: потому, что агрессия путина достигла апогея внутри страны потому, что проигнорирован был и новичок и политические убийства потому, что  - ? <br>почему? схавали и крым, и грузию и новичок, а чего добились? того, что всякие меркель оттянули, а вернее создали условия этой войны.<br><br>Но благо виновные есть - это граждане России. <br>Более того ещё и куча русских начинают рассуждать насколько мы виноваты в том, что путин при поддержке и финансировании запада начал ОЧЕРЕДНУЮ войну.",2,@user-dz7jt3su4o,https://www.youtube.com/channel/UCpI0M7YgsRY1XJhRGfJJodw,YouTube,1 star
"ПРОСТО ЕВРЕЮ НАВАЛЬНОМУ ПЛОХО ЖИВЕТСЯ, КОГДА НЕЕВРЕИ У ВЛАСТИ В СВОЕЙ СТРАНЕ.",2,@USAIsrUKEUVngrdBLRckOccupiedUA,https://www.youtube.com/channel/UCedwQqGQ9mwfKZccL7EZfYg,YouTube,1 star
Что хотят то и делают.,1,@user-pu3tx7fr2j,https://www.youtube.com/channel/UCI1riidxzyO7aoj1zue2LsQ,YouTube,5 stars
"я ней пойму кто Путина любит ,ему здоровья желают",2,@user-qz7is4oz5n,https://www.youtube.com/channel/UClb42JaYOiFcLcDJkld7_cg,YouTube,5 stars
"Дорогой наш человек, а Вы уверены что сами сможете этому противостоять, поломать это, а не быть втянутым в эту систему! <br>Медведик тоже был раньше хорошим преподом и честным человеком!!!!)))",3,@user_open,https://www.youtube.com/channel/UCll1QzpCUNe_WPnVnZRfnOA,YouTube,5 stars
"Почему умные люди, порядочные не управляют страной, одна нечисть собралась у власти.<br>Господи помоги Алексею.",2,@user-ed7bw6le6r,https://www.youtube.com/channel/UClMiSWe6ua7vBdZwaR3Ivig,YouTube,1 star
В РОССИИ только одна первоочередная ЗАДАЧА!!! КТО ПЕРВЫЙ ПОВЕСИТ ПЛЕШИВУЮ ТВАРЬ!!! Мочи едросов топором по ибасосу!!!,3,@user-wm6xm8wo1o,https://www.youtube.com/channel/UCwT84BhTM1lhlzatY93UrnQ,YouTube,1 star
Пиредид миня адин сулова япияат раза расияпаеду миня гидали цивобудем,1,@farhodiemomali4273,https://www.youtube.com/channel/UC75Cr_s4W6o8pRVNdqpxx8A,YouTube,1 star
Бей Пукина,2,@user-es3kg3nn7o,https://www.youtube.com/channel/UCAjkJJouGK9poBstZG_YvxQ,YouTube,3 stars
"дедушка мой с ностальгией смотрел советские чернобелые фильмы, а я с ностальгией пересматриваю Навального",3,@kostyamkrtchyan2614,https://www.youtube.com/channel/UCNSGJHw5cWTkhAaTR5Ij5_g,YouTube,1 star
"Коррупция убивает Экономику России. Инфляция = от Казнокрадства ~20% +  прочие хоз. потери ~5% + открытая (потребительская) ~ 5%. Итого min Инфляция в РФ = 30%. А что, фискалы, Власть и Президент - слепы?! Ответственность должностных лиц, за организацию эффективной борьбы с Коррупцией, законом не установлена! Эта работа носит формальный характер. Уже 23 года фискалы, Власть и Президент не замечают пробелов в законодательстве РФ, позволяющих вольно обращаться с Бюджетными финансами. В РФ можно уходить от ответственности за нанесенный государству ущерб утеряв финансовые и бухгалтерские документы, служащие основанием для подтверждения правомерности расходования Бюджетных средств (лимитов). То пожар, то утеря!? Ответственность виновных в утере, при серых ЗП, Минимальна. Введя в УК РФ статьи об ответственности за утерю таких документов и об ответственности фискальных органов, за укрывательство таких фактов, можно будет выйти из серых ЗП, при условии ответственности фискалов (ФНС РФ, СП РФ и проч. контрольно-ревизионных органов)! Ответственность за утерю документов м.б. (ориентировочно): отсутствие документов на сумму до 300 млн.р. - 3 года с.р.; до 500 млн.р. - 5 лет с.р.; до 1000 млн.р. - 10 лет с.р.; ≥ 5000 млн.р. - вплоть до расстрела. Эффект - на должностях появятся профи, утеря документов прекратится, с Бюджетом играть перестанут, ЗП будут белые (без ущерба для расчета пенсий)! Порядка будет больше, а жуликов меньше! Без мутных формулировок!             А нужно ли это Власти и Путину??!",1,@Serp-moloT-3u0a0i6,https://www.youtube.com/channel/UCnjN2jd5BeLVF2AknvyVClg,YouTube,1 star
Свободу Алексею Навальному и всем политзаключенным!,1,@user-cr7fz8qj4m,https://www.youtube.com/channel/UCKWVS2Ke1QsKcUvnalse0YQ,YouTube,5 stars
Спасибо за вашу работу!,0,@user-cr7fz8qj4m,https://www.youtube.com/channel/UCKWVS2Ke1QsKcUvnalse0YQ,YouTube,5 stars
